year,imdb,title,test,clean_test,binary,budget,domgross,intgross,genre,Horror,Comedy,Action,Romance,Sci-Fi,Drama,Historic Fiction,Fantasy,Thriller,Sum
2013,tt1711425,21 &amp; Over,notalk,notalk,FAIL,13000000,25682380,42195766,Comedy,0,1,0,0,0,0,0,0,0,1
2012,tt1343727,Dredd 3D,ok-disagree,ok,PASS,45000000,13414714,40868994,"Action, Crime, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt2024544,12 Years a Slave,notalk-disagree,notalk,FAIL,20000000,53107035,158607035,"Biography, Drama, History",0,0,0,0,0,1,1,0,0,2
2013,tt1272878,2 Guns,notalk,notalk,FAIL,61000000,75612460,132493015,"Action, Comedy, Thriller",0,1,1,0,0,0,0,0,1,3
2013,tt0453562,42,men,men,FAIL,40000000,95020213,95020213,"Biography, Drama, Sport",0,0,0,0,0,1,1,0,0,2
2013,tt1335975,47 Ronin,men,men,FAIL,225000000,38362475,145803842,"Action, Drama, Fantasy",0,0,1,0,0,1,0,1,0,3
2013,tt1606378,A Good Day to Die Hard,notalk,notalk,FAIL,92000000,67349198,304249198,"Action, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt2194499,About Time,ok-disagree,ok,PASS,12000000,15323921,87324746,"Comedy, Drama, Fantasy",0,1,0,0,0,1,0,1,0,3
2013,tt1814621,Admission,ok,ok,PASS,13000000,18007317,18007317,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2013,tt1815862,After Earth,notalk,notalk,FAIL,130000000,60522097,244373198,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1800241,American Hustle,ok-disagree,ok,PASS,40000000,148430908,249484909,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2013,tt1322269,August: Osage County,ok,ok,PASS,25000000,37304874,50304874,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2013,tt1559547,Beautiful Creatures,ok,ok,PASS,50000000,19452138,55940671,"Drama, Fantasy, Romance",0,0,0,1,0,1,0,1,0,3
2013,tt2334873,Blue Jasmine,ok-disagree,ok,PASS,18000000,33345833,68447831,Drama,0,0,0,0,0,1,0,0,0,1
2013,tt1535109,Captain Phillips,notalk,notalk,FAIL,55000000,107136417,218743570,"Adventure, Biography, Crime",0,0,1,0,0,0,1,0,0,2
2013,tt1939659,Carrie,ok,ok,PASS,30000000,35266619,85001659,"Drama, Horror",1,0,0,0,0,1,0,0,0,2
2013,tt1985966,Cloudy with a Chance of Meatballs 2,nowomen-disagree,nowomen,FAIL,78000000,119640264,271725448,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1690953,Despicable Me 2,ok,ok,PASS,76000000,368065385,970766005,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt2229499,Don Jon,dubious-disagree,dubious,FAIL,5500000,24477704,26377704,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2013,tt1535108,Elysium,ok-disagree,ok,PASS,120000000,93050117,286192091,"Action, Drama, Sci-Fi",0,0,1,0,1,1,0,0,0,3
2013,tt1731141,Ender&#39;s Game,men,men,FAIL,110000000,61737191,89737191,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt0848537,Epic,ok-disagree,ok,PASS,100000000,107518682,268418682,"Animation, Adventure, Family",0,0,1,0,0,0,0,0,0,1
2013,tt0765446,Escape from Planet Earth,ok,ok,PASS,40000000,57012977,66454811,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1211956,Escape Plan,men,men,FAIL,70000000,25213103,103813103,"Action, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt1288558,Evil Dead,ok-disagree,ok,PASS,17000000,54239856,97402049,"Fantasy, Horror, Thriller",1,0,0,0,0,0,0,1,1,3
2013,tt1905041,Fast and Furious 6,ok-disagree,ok,PASS,160000000,238679850,788128122,"Action, Adventure, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt2294629,Frozen,ok,ok,PASS,150000000,393050114,1004550114,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1583421,G.I. Joe: Retaliation,ok-disagree,ok,PASS,140000000,122523060,371923060,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1321870,Gangster Squad,notalk,notalk,FAIL,60000000,46000903,104100903,"Action, Crime, Drama",0,0,1,0,0,1,0,0,0,2
2013,tt2425486,Gloria,ok,ok,PASS,30000000,4167493,4967493,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2013,tt1454468,Gravity,nowomen-disagree,nowomen,FAIL,110000000,271814796,708714796,"Drama, Sci-Fi, Thriller",0,0,0,0,1,1,0,0,1,3
2013,tt2191701,Grown Ups 2,men-disagree,men,FAIL,80000000,133668525,247023808,Comedy,0,1,0,0,0,0,0,0,0,1
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,ok,PASS,50000000,55703475,225703475,"Action, Fantasy, Horror",1,0,1,0,0,0,0,1,0,3
2013,tt1798709,Her,men-disagree,men,FAIL,23000000,25000178,33029713,"Drama, Romance, Sci-Fi",0,0,0,1,1,1,0,0,0,3
2013,tt2024432,Identity Thief,men-disagree,men,FAIL,35000000,134506920,176269721,"Comedy, Crime, Drama",0,1,0,0,0,1,0,0,0,2
2013,tt2226417,Insidious: Chapter 2,men,men,FAIL,5000000,83586447,161911222,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt1300854,Iron Man 3,dubious-disagree,dubious,FAIL,200000000,408992272,1212692272,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1351685,Jack the Giant Slayer,nowomen-disagree,nowomen,FAIL,195000000,65187603,197387603,"Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt1650554,Kick-Ass 2,ok,ok,PASS,28000000,28795985,60839197,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
2013,tt1204975,Last Vegas,notalk,notalk,FAIL,28000000,63914167,112914167,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2013,tt1327773,Lee Daniels&#39; The Butler,ok,ok,PASS,30000000,116632095,151513429,"Biography, Drama",0,0,0,0,0,1,1,0,0,2
2013,tt2002718,Machete Kills,ok,ok,PASS,2000000,8008161,9408161,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt2023587,Mama,ok,ok,PASS,15000000,71628180,148041253,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt0770828,Man of Steel,ok-disagree,ok,PASS,225000000,291045518,687999518,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1821549,Nebraska,ok-disagree,ok,PASS,12000000,17482517,17482517,"Adventure, Comedy, Drama",0,1,1,0,0,1,0,0,0,3
2013,tt1670345,Now You See Me,notalk-disagree,notalk,FAIL,75000000,117723989,351723989,"Crime, Mystery, Thriller",0,0,0,0,0,0,0,0,1,1
2013,tt1483013,Oblivion,men-disagree,men,FAIL,120000000,89107235,287537983,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt2302755,Olympus Has Fallen,notalk,notalk,FAIL,70000000,98927592,150562164,"Action, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt1623205,Oz the Great and Powerful,ok-disagree,ok,PASS,200000000,234770996,489570996,"Adventure, Family, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt1663662,Pacific Rim,notalk-disagree,notalk,FAIL,190000000,101802906,411002906,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1980209,Pain &amp; Gain,notalk,notalk,FAIL,26000000,49875291,81275291,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
2013,tt1904996,Parker,ok,ok,PASS,35000000,17616641,46346651,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2013,tt1699755,Peeples,dubious,dubious,FAIL,15000000,9177065,9177065,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2013,tt1854564,Percy Jackson: Sea of Monsters,ok,ok,PASS,90000000,68559554,200859554,"Adventure, Family, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt1392214,Prisoners,ok,ok,PASS,46000000,61002302,113402302,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2013,tt0790736,R.I.P.D.,notalk,notalk,FAIL,130000000,33618855,79019947,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1821694,Red 2,ok,ok,PASS,84000000,53262560,137162560,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1411250,Riddick,notalk-disagree,notalk,FAIL,38000000,42025135,92425135,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt2364841,Runner Runner,nowomen,nowomen,FAIL,30000000,19316646,62616646,"Crime, Thriller",0,0,0,0,0,0,0,0,1,1
2013,tt1979320,Rush,notalk,notalk,FAIL,38000000,26947624,43047624,"Action, Biography, Drama",0,0,1,0,0,1,1,0,0,3
2013,tt1702439,Safe Haven,ok,ok,PASS,28000000,71399120,93943623,"Drama, Romance, Thriller",0,0,0,1,0,1,0,0,1,3
2013,tt2140373,Saving Mr. Banks,ok,ok,PASS,35000000,82834332,100734332,"Biography, Comedy, Drama",0,1,0,0,0,1,1,0,0,3
2013,tt2053463,Side Effects,ok,ok,PASS,30000000,32172757,60288363,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2013,tt1408101,Star Trek Into Darkness,notalk-disagree,notalk,FAIL,190000000,228778661,466978661,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1572315,Texas Chainsaw 3D,ok-disagree,ok,PASS,20000000,34341945,39093317,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt1931435,The Big Wedding,ok,ok,PASS,32500000,21819348,35770721,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2013,tt0816442,The Book Thief,ok,ok,PASS,19000000,21345525,62045525,"Drama, War",0,0,0,0,0,1,0,0,0,1
2013,tt1911644,The Call,ok,ok,PASS,13000000,51872378,58938768,"Crime, Drama, Horror",1,0,0,0,0,1,0,0,0,2
2013,tt1457767,The Conjuring,ok,ok,PASS,20000000,137400141,318000141,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt2193215,The Counselor,ok,ok,PASS,25000000,16973715,70373715,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2013,tt0481499,The Croods,men-disagree,men,FAIL,135000000,187168425,573068425,"Animation, Action, Adventure",0,0,1,0,0,0,0,0,0,1
2013,tt2404311,The Family,men,men,FAIL,30000000,36918811,51078541,"Comedy, Crime, Thriller",0,1,0,0,0,0,0,0,1,2
2013,tt1837703,The Fifth Estate,notalk,notalk,FAIL,26000000,3254172,6154172,"Biography, Crime, Drama",0,0,0,0,0,1,1,0,0,2
2013,tt2005374,The Frozen Ground,nowomen-disagree,nowomen,FAIL,19200000,,,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2013,tt1343092,The Great Gatsby,dubious,dubious,FAIL,190000000,144840419,351040419,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2013,tt1951261,The Hangover part 3,men,men,FAIL,103000000,112200072,362000072,"Comedy, Crime, Romance",0,1,0,1,0,0,0,0,0,2
2013,tt2404463,The Heat,ok,ok,PASS,43000000,159581587,230781587,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
2013,tt1170358,The Hobbit: The Desolation of Smaug,notalk-disagree,notalk,FAIL,250000000,257397516,937397516,"Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt1517260,The Host,dubious-disagree,dubious,FAIL,50000000,26623701,58188384,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2013,tt1951264,The Hunger Games: Catching Fire,ok,ok,PASS,130000000,424088260,857088260,"Action, Adventure, Mystery",0,0,1,0,0,0,0,0,0,1
2013,tt0790628,The Incredible Burt Wonderstone,notalk,notalk,FAIL,32000000,22537881,24255957,Comedy,0,1,0,0,0,0,0,0,0,1
2013,tt2234155,The Internship,notalk,notalk,FAIL,58000000,44672764,93672764,Comedy,0,1,0,0,0,0,0,0,0,1
2013,tt2034139,The Last Exorcism Part II,ok,ok,PASS,4000000,15179303,18541236,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt1210819,The Lone Ranger,notalk,notalk,FAIL,275000000,89289910,259989910,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1538403,The Mortal Instruments: City of Bones,ok-disagree,ok,PASS,60000000,31165421,75965567,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt2184339,The Purge,dubious,dubious,FAIL,3000000,64473115,91100541,"Horror, Thriller",1,0,0,0,0,0,0,0,1,2
2013,tt2017020,The Smurfs 2,ok,ok,PASS,110000000,71017784,348545841,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1758795,The To Do List,ok,ok,PASS,1500000,3491669,3491669,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2013,tt1727388,The Way Way Back,ok-disagree,ok,PASS,5000000,21502690,26161443,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2013,tt0993846,The Wolf of Wall Street,notalk-disagree,notalk,FAIL,100000000,115702857,365702857,"Biography, Crime, Drama",0,0,0,0,0,1,1,0,0,2
2013,tt1430132,The Wolverine,ok,ok,PASS,115000000,132556852,416456852,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2013,tt1213663,The World&#39;s End,men-disagree,men,FAIL,20000000,26004851,46578821,"Comedy, Sci-Fi",0,1,0,0,1,0,0,0,0,2
2013,tt1245492,This Is the End,notalk,notalk,FAIL,32000000,101470202,126294264,Comedy,0,1,0,0,0,0,0,0,0,1
2013,tt1981115,Thor: The Dark World,dubious-disagree,dubious,FAIL,170000000,204674790,631674790,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2013,tt1924429,Trance,nowomen,nowomen,FAIL,16000000,2322593,22594052,"Crime, Drama, Mystery",0,0,0,0,0,1,0,0,0,1
2013,tt1860353,Turbo,dubious-disagree,dubious,FAIL,135000000,83028130,283828130,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2013,tt1588173,Warm Bodies,men-disagree,men,FAIL,30000000,66380662,116643610,"Comedy, Horror, Romance",1,1,0,1,0,0,0,0,0,3
2013,tt1723121,We&#39;re the Millers,ok,ok,PASS,37000000,150394119,270000119,"Comedy, Crime",0,1,0,0,0,0,0,0,0,1
2013,tt2334879,White House Down,men,men,FAIL,150000000,73103784,205440387,"Action, Drama, Thriller",0,0,1,0,0,1,0,0,1,3
2013,tt0816711,World War Z,dubious-disagree,dubious,FAIL,190000000,202359711,539559711,"Action, Adventure, Horror",1,0,1,0,0,0,0,0,0,2
2012,tt1611224,Abraham Lincoln: Vampire Hunter,dubious-disagree,dubious,FAIL,67500000,37519139,115119139,"Action, Fantasy, Horror",1,0,1,0,0,0,0,1,0,3
2012,tt1591479,Act of Valor,nowomen,nowomen,FAIL,12000000,70012847,82497035,"Action, Adventure, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1602620,Amour,dubious-disagree,dubious,FAIL,9700000,6738954,25915719,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2012,tt1781769,Anna Karenina,men-disagree,men,FAIL,49000000,12816367,70735540,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2012,tt1024648,Argo,ok-disagree,ok,PASS,44500000,136025503,221300694,"Biography, Drama, Thriller",0,0,0,0,0,1,1,0,1,3
2012,tt1440129,Battleship,notalk-disagree,notalk,FAIL,209000000,65235400,304142720,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt2125435,Beasts of the Southern Wild,dubious-disagree,dubious,FAIL,1800000,12795746,21080058,"Adventure, Drama, Fantasy",0,0,1,0,0,1,0,1,0,3
2012,tt1758575,Blue Like Jazz,ok,ok,PASS,1200000,595018,595018,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2012,tt1217209,Brave,ok,ok,PASS,185000000,237282182,554606532,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1308729,Bullet to the Head,nowomen,nowomen,FAIL,55000000,9489829,13561515,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1991245,Chernobyl Diaries,notalk,notalk,FAIL,1000000,18119640,38390020,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2012,tt1706593,Chronicle,notalk,notalk,FAIL,12000000,64575175,127075175,"Drama, Sci-Fi, Thriller",0,0,0,0,1,1,0,0,1,3
2012,tt1371111,Cloud Atlas,ok,ok,PASS,102000000,27108272,126018564,"Action, Drama, Mystery",0,0,1,0,0,1,0,0,0,2
2012,tt1524137,Contraband,ok,ok,PASS,25000000,66528000,98406855,"Action, Crime, Drama",0,0,1,0,0,1,0,0,0,2
2012,tt1853728,Django Unchained,notalk-disagree,notalk,FAIL,100000000,162805434,425373688,"Drama, Western",0,0,0,0,0,1,0,0,0,1
2012,tt1907668,Flight,dubious-disagree,dubious,FAIL,31000000,93772375,161772375,"Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2012,tt1142977,Frankenweenie,nowomen-disagree,nowomen,FAIL,39000000,35287788,81150788,"Animation, Comedy, Family",0,1,0,0,0,0,0,0,0,1
2012,tt2243973,Hannibal,ok,ok,PASS,87000000,165092266,350100280,Drama,0,0,0,0,0,1,0,0,0,1
2012,tt0837562,Hotel Transylvania,ok,ok,PASS,85000000,148313048,359222014,"Animation, Comedy, Family",0,1,0,0,0,0,0,0,0,1
2012,tt0790724,Jack Reacher,notalk,notalk,FAIL,60000000,80070736,217370736,"Action, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt2106476,Jagten,men,men,FAIL,3450000,687185,687185,Drama,0,0,0,0,0,1,0,0,0,1
2012,tt0401729,John Carter,ok-disagree,ok,PASS,275000000,73058679,282778100,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt1764234,Killing Them Softly,nowomen,nowomen,FAIL,15000000,14945541,37238774,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2012,tt1707386,Les Miserables,ok-disagree,ok,PASS,65000000,148809770,442022894,"Drama, History, Musical",0,0,0,0,0,1,0,0,0,1
2012,tt0454876,Life of Pi,notalk-disagree,notalk,FAIL,120000000,124987022,607987022,"Adventure, Drama, Fantasy",0,0,1,0,0,1,0,1,0,3
2012,tt0443272,Lincoln,ok-disagree,ok,PASS,65000000,182207973,273000960,"Biography, Drama, History",0,0,0,0,0,1,1,0,0,2
2012,tt1277953,Madagascar 3: Europe&#39;s Most Wanted,men-disagree,men,FAIL,145000000,216391482,746921271,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1409024,Men in Black III,notalk,notalk,FAIL,215000000,179020854,624821154,"Action, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1667353,Mirror Mirror,dubious,dubious,FAIL,85000000,64935167,168611991,"Adventure, Comedy, Drama",0,1,1,0,0,1,0,0,0,3
2012,tt1748122,Moonrise Kingdom,ok,ok,PASS,16000000,45512466,64012466,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2012,tt2094064,Much Ado About Nothing,dubious-disagree,dubious,FAIL,8000000,22549338,22549338,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2012,tt1598828,One for the Money,ok,ok,PASS,42000000,26414527,36197221,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
2012,tt2109184,Paranormal Activity 4,ok,ok,PASS,5000000,53900335,142793842,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2012,tt1623288,ParaNorman,notalk-disagree,notalk,FAIL,60000000,56003051,108159011,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1047540,Parental Guidance,ok,ok,PASS,25000000,77267296,120168633,"Comedy, Family",0,1,0,0,0,0,0,0,0,1
2012,tt1716777,People Like Us,ok,ok,PASS,16000000,12431792,12431792,"Comedy, Drama",0,1,0,0,0,1,0,0,0,2
2012,tt1981677,Pitch Perfect,ok,ok,PASS,17000000,65001093,115331177,"Comedy, Music, Romance",0,1,0,1,0,0,0,0,0,2
2012,tt1547234,Premium Rush,ok,ok,PASS,35000000,20275446,31393201,"Action, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1234719,Red Dawn,notalk-disagree,notalk,FAIL,65000000,44806783,48164150,"Action, Drama",0,0,1,0,0,1,0,0,0,2
2012,tt0485985,Red Tails,men,men,FAIL,58000000,49876377,50365498,"Action, Drama, History",0,0,1,0,0,1,0,0,0,2
2012,tt1446192,Rise of the Guardians,notalk-disagree,notalk,FAIL,145000000,103412758,306900902,"Animation, Action, Adventure",0,0,1,0,0,0,0,0,0,1
2012,tt1336608,Rock of Ages,ok,ok,PASS,70000000,38518613,50118613,"Comedy, Drama, Musical",0,1,0,0,0,1,0,0,0,2
2012,tt1656190,Safe,notalk-disagree,notalk,FAIL,33000000,17142080,41495213,"Action, Crime, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1862079,Safety Not Guaranteed,ok-disagree,ok,PASS,750000,4010957,4413188,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2012,tt1931533,Seven Psychopaths,notalk-disagree,notalk,FAIL,13500000,15024049,23492318,"Comedy, Crime",0,1,0,0,0,0,0,0,0,1
2012,tt0938330,Silent Hill: Revelation 3D,ok,ok,PASS,20000000,17530219,47944599,"Fantasy, Horror",1,0,0,0,0,0,0,1,0,2
2012,tt1045658,Silver Linings Playbook,ok,ok,PASS,21000000,132092958,227317397,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2012,tt1922777,Sinister,men,men,FAIL,3000000,48086903,87727807,"Horror, Mystery, Thriller",1,0,0,0,0,0,0,0,1,2
2012,tt1074638,Skyfall,dubious-disagree,dubious,FAIL,200000000,304360277,1108694081,"Action, Adventure, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1735898,Snow White and the Huntsman,ok,ok,PASS,170000000,155136755,400911200,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2012,tt1876451,Sparkle,ok,ok,PASS,10000000,24397469,24660323,"Drama, Music",0,0,0,0,0,1,0,0,0,1
2012,tt2101441,Spring Breakers,ok,ok,PASS,5000000,14124286,30669531,"Crime, Drama",0,0,0,0,0,1,0,0,0,1
2012,tt1800741,Step Up Revolution,ok,ok,PASS,33000000,35074677,165552290,"Drama, Music, Romance",0,0,0,1,0,1,0,0,0,2
2012,tt1874789,Supporting Characters,men,men,FAIL,60000,4917,4917,Comedy,0,1,0,0,0,0,0,0,0,1
2012,tt1637725,Ted,men-disagree,men,FAIL,50000000,218665740,549444574,Comedy,0,1,0,0,0,0,0,0,0,1
2012,tt1232200,That&#39;s My Boy,notalk,notalk,FAIL,67500000,36931089,58058367,Comedy,0,1,0,0,0,0,0,0,0,1
2012,tt0948470,The Amazing Spider-Man,men-disagree,men,FAIL,220000000,262030663,757890267,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt0848228,The Avengers,notalk,notalk,FAIL,60000000,23385416,48585416,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt1345836,The Dark Knight Rises,notalk-disagree,notalk,FAIL,275000000,448139099,1079343943,"Action, Adventure",0,0,1,0,0,0,0,0,0,1
2012,tt1560985,The Devil Inside,ok-disagree,ok,PASS,1000000,53261944,101758489,Horror,1,0,0,0,0,0,0,0,0,1
2012,tt1645170,The Dictator,notalk,notalk,FAIL,65000000,59650222,179379532,Comedy,0,1,0,0,0,0,0,0,0,1
2012,tt1764651,The Expendables 2,ok-disagree,ok,PASS,100000000,85028192,311979256,"Action, Adventure, Thriller",0,0,1,0,0,0,0,0,1,2
2012,tt1601913,The Grey,nowomen-disagree,nowomen,FAIL,25000000,51580136,84339696,"Action, Adventure, Drama",0,0,1,0,0,1,0,0,0,2
2012,tt0903624,The Hobbit: An Unexpected Journey,nowomen-disagree,nowomen,FAIL,250000000,303003568,1014703568,"Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2012,tt1392170,The Hunger Games,ok-disagree,ok,PASS,80000000,408010692,684510692,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt1649419,The Impossible,men,men,FAIL,40000000,19019882,169590606,"Drama, History, Thriller",0,0,0,0,0,1,0,0,1,2
2012,tt1258972,The Man with the Iron Fists,notalk,notalk,FAIL,15000000,15634090,21985095,Action,0,0,1,0,0,0,0,0,0,1
2012,tt1560747,The Master,notalk-disagree,notalk,FAIL,37500000,16247159,25116740,Drama,0,0,0,0,0,1,0,0,0,1
2012,tt1430626,The Pirates! Band of Misfits,notalk,notalk,FAIL,55000000,31051126,123056220,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1817273,The Place Beyond the Pines,notalk-disagree,notalk,FAIL,15000000,21403519,47011449,"Crime, Drama, Thriller",0,0,0,0,0,1,0,0,1,2
2012,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,dubious-disagree,dubious,FAIL,136200000,292324737,832660037,"Adventure, Drama, Fantasy",0,0,1,0,0,1,0,1,0,3
2012,tt1606389,The Vow,ok,ok,PASS,8738320,125014030,197618160,"Drama, Romance",0,0,0,1,0,1,0,0,0,2
2012,tt1298649,The Watch,men,men,FAIL,55000000,34353000,67353000,"Comedy, Sci-Fi",0,1,0,0,1,0,0,0,0,2
2012,tt1596365,The Woman in Black,notalk,notalk,FAIL,15000000,54333290,128955898,"Drama, Fantasy, Horror",1,0,0,0,0,1,0,1,0,3
2012,tt1840417,The Words,notalk,notalk,FAIL,6000000,11494838,12132578,"Drama, Mystery, Romance",0,0,0,1,0,1,0,0,0,2
2012,tt1621045,Think Like a Man,ok,ok,PASS,12000000,91547205,96155124,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2012,tt1859650,To Rome With Love,men-disagree,men,FAIL,21500000,16684352,74363777,"Comedy, Music, Romance",0,1,0,1,0,0,0,0,0,2
2012,tt1386703,Total Recall,notalk-disagree,notalk,FAIL,125000000,58877969,198615996,"Action, Adventure, Sci-Fi",0,0,1,0,1,0,0,0,0,2
2012,tt1496025,Underworld: Awakening,ok,ok,PASS,70000000,62321039,160379930,"Action, Fantasy, Horror",1,0,1,0,0,0,0,1,0,3
2012,tt1655460,Wanderlust,ok,ok,PASS,32500000,17288155,24159934,"Comedy, Romance",0,1,0,1,0,0,0,0,0,2
2012,tt1586265,What to Expect When You&#39;re Expecting,ok,ok,PASS,37500000,41152203,80652203,"Comedy, Drama, Romance",0,1,0,1,0,1,0,0,0,3
2012,tt1870529,Won&#39;t Back Down,ok,ok,PASS,19000000,5310554,5431486,Drama,0,0,0,0,0,1,0,0,0,1
2012,tt1646987,Wrath of the Titans,notalk-disagree,notalk,FAIL,150000000,83670083,301970083,"Action, Adventure, Fantasy",0,0,1,0,0,0,0,1,0,2
2012,tt1772341,Wreck-It Ralph,ok-disagree,ok,PASS,165000000,189412677,473412677,"Animation, Adventure, Comedy",0,1,1,0,0,0,0,0,0,2
2012,tt1790885,Zero Dark Thirty,ok-disagree,ok,PASS,52500000,95720716,137720716,"Drama, History, Thriller",0,0,0,0,0,1,0,0,1,2
2011,tt1622547,30 Minutes or Less,notalk,notalk,FAIL,28000000,37053924,40966716,"Action, Comedy, Crime",0,1,1,0,0,0,0,0,0,2
